,Agency,Site_No,DateTime,Flow,Value
3164,USGS,06803486,2009-05-29,38.7,A
3165,USGS,06803486,2009-05-30,36.2,A
3166,USGS,06803486,2009-05-31,35.2,A
3167,USGS,06803486,2009-06-01,43.2,A
3168,USGS,06803486,2009-06-02,44.8,A
3169,USGS,06803486,2009-06-03,42.7,A
3170,USGS,06803486,2009-06-04,38.4,A
3171,USGS,06803486,2009-06-05,35.7,A
3172,USGS,06803486,2009-06-06,152,A
3173,USGS,06803486,2009-06-07,206,A
3174,USGS,06803486,2009-06-08,118,A
3175,USGS,06803486,2009-06-09,104,A
3176,USGS,06803486,2009-06-10,81.4,A
3177,USGS,06803486,2009-06-11,68.7,A
3178,USGS,06803486,2009-06-12,66.0,A
3179,USGS,06803486,2009-06-13,124,A
3180,USGS,06803486,2009-06-14,79.8,A
3181,USGS,06803486,2009-06-15,66.5,A
3182,USGS,06803486,2009-06-16,66.5,A
3183,USGS,06803486,2009-06-17,73.2,A
3184,USGS,06803486,2009-06-18,60.7,A
3185,USGS,06803486,2009-06-19,230,A
3186,USGS,06803486,2009-06-20,296,A
3187,USGS,06803486,2009-06-21,571,A
3188,USGS,06803486,2009-06-22,384,A
3189,USGS,06803486,2009-06-23,201,A
3190,USGS,06803486,2009-06-24,165,A
3191,USGS,06803486,2009-06-25,143,A
3192,USGS,06803486,2009-06-26,129,A
3193,USGS,06803486,2009-06-27,112,A
3194,USGS,06803486,2009-06-28,101,A
3195,USGS,06803486,2009-06-29,90.2,A
3196,USGS,06803486,2009-06-30,80.7,A
3197,USGS,06803486,2009-07-01,71.8,A
3198,USGS,06803486,2009-07-02,65.9,A
3199,USGS,06803486,2009-07-03,64.1,A
3200,USGS,06803486,2009-07-04,61.9,A
3201,USGS,06803486,2009-07-05,58.5,A
3202,USGS,06803486,2009-07-06,55.3,A
3203,USGS,06803486,2009-07-07,51.0,A
3204,USGS,06803486,2009-07-08,48.2,A
3205,USGS,06803486,2009-07-09,44.9,A
3206,USGS,06803486,2009-07-10,42.1,A
3207,USGS,06803486,2009-07-11,41.3,A
3208,USGS,06803486,2009-07-12,39.8,A
3209,USGS,06803486,2009-07-13,37.8,A
3210,USGS,06803486,2009-07-14,38.6,A
3211,USGS,06803486,2009-07-15,35.8,A
3212,USGS,06803486,2009-07-16,35.8,A
3213,USGS,06803486,2009-07-17,37.7,A
3214,USGS,06803486,2009-07-18,35.1,A
3215,USGS,06803486,2009-07-19,32.5,A
3216,USGS,06803486,2009-07-20,32.3,A
3217,USGS,06803486,2009-07-21,31.3,A
3218,USGS,06803486,2009-07-22,30.9,A
3219,USGS,06803486,2009-07-23,29.3,A
3220,USGS,06803486,2009-07-24,27.7,A
3221,USGS,06803486,2009-07-25,27.9,A
3222,USGS,06803486,2009-07-26,26.2,A
3223,USGS,06803486,2009-07-27,25.1,A
3224,USGS,06803486,2009-07-28,25.8,A
3225,USGS,06803486,2009-07-29,25.9,A
3226,USGS,06803486,2009-07-30,24.6,A
3227,USGS,06803486,2009-07-31,23.7,A
3228,USGS,06803486,2009-08-01,26.4,A
3229,USGS,06803486,2009-08-02,27.0,A
3230,USGS,06803486,2009-08-03,24.1,A
3231,USGS,06803486,2009-08-04,19.7,A
3232,USGS,06803486,2009-08-05,17.5,A
3233,USGS,06803486,2009-08-06,18.8,A
3234,USGS,06803486,2009-08-07,20.7,A
3235,USGS,06803486,2009-08-08,19.8,A
3236,USGS,06803486,2009-08-09,20.7,A
3237,USGS,06803486,2009-08-10,20.6,A
3238,USGS,06803486,2009-08-11,20.7,A
3239,USGS,06803486,2009-08-12,10.4,A:e
3240,USGS,06803486,2009-08-13,16.0,A
3241,USGS,06803486,2009-08-14,16.0,A
3242,USGS,06803486,2009-08-15,27.8,A
3243,USGS,06803486,2009-08-16,36.1,A
3244,USGS,06803486,2009-08-17,24.8,A
3245,USGS,06803486,2009-08-18,19.0,A
3246,USGS,06803486,2009-08-19,20.7,A
3247,USGS,06803486,2009-08-20,17.1,A
3248,USGS,06803486,2009-08-21,17.3,A
3249,USGS,06803486,2009-08-22,15.7,A
3250,USGS,06803486,2009-08-23,15.5,A
3251,USGS,06803486,2009-08-24,15.7,A
3252,USGS,06803486,2009-08-25,15.3,A
3253,USGS,06803486,2009-08-26,58.3,A
3254,USGS,06803486,2009-08-27,142,A
3255,USGS,06803486,2009-08-28,37.2,A
3256,USGS,06803486,2009-08-29,27.9,A
3257,USGS,06803486,2009-08-30,23.2,A
3258,USGS,06803486,2009-08-31,20.0,A
3259,USGS,06803486,2009-09-01,18.8,A
3260,USGS,06803486,2009-09-02,18.0,A
3261,USGS,06803486,2009-09-03,18.7,A
3262,USGS,06803486,2009-09-04,18.4,A
3263,USGS,06803486,2009-09-05,19.2,A
3264,USGS,06803486,2009-09-06,17.4,A
3265,USGS,06803486,2009-09-07,16.5,A
3266,USGS,06803486,2009-09-08,17.7,A
3267,USGS,06803486,2009-09-09,16.3,A
3268,USGS,06803486,2009-09-10,15.7,A
3269,USGS,06803486,2009-09-11,14.6,A
3270,USGS,06803486,2009-09-12,12.7,A
3271,USGS,06803486,2009-09-13,14.0,A
3272,USGS,06803486,2009-09-14,13.9,A
3273,USGS,06803486,2009-09-15,12.9,A
3274,USGS,06803486,2009-09-16,12.0,A
3275,USGS,06803486,2009-09-17,12.0,A
3276,USGS,06803486,2009-09-18,11.3,A
3277,USGS,06803486,2009-09-19,11.1,A
3278,USGS,06803486,2009-09-20,11.7,A
3279,USGS,06803486,2009-09-21,13.4,A
3280,USGS,06803486,2009-09-22,15.4,A
3281,USGS,06803486,2009-09-23,14.9,A
3282,USGS,06803486,2009-09-24,14.1,A
3283,USGS,06803486,2009-09-25,13.9,A
3284,USGS,06803486,2009-09-26,15.3,A
3285,USGS,06803486,2009-09-27,14.1,A
3286,USGS,06803486,2009-09-28,13.1,A
3287,USGS,06803486,2009-09-29,13.5,A
3288,USGS,06803486,2009-09-30,13.4,A
3289,USGS,06803486,2009-10-01,12.6,A
3290,USGS,06803486,2009-10-02,12.2,A
3291,USGS,06803486,2009-10-03,15.6,A
3292,USGS,06803486,2009-10-04,14.7,A
3293,USGS,06803486,2009-10-05,14.8,A
3294,USGS,06803486,2009-10-06,18.6,A
3295,USGS,06803486,2009-10-07,18.8,A
3296,USGS,06803486,2009-10-08,16.3,A
3297,USGS,06803486,2009-10-09,15.2,A
3298,USGS,06803486,2009-10-10,15.4,A
3299,USGS,06803486,2009-10-11,14.9,A
3300,USGS,06803486,2009-10-12,15.5,A
3301,USGS,06803486,2009-10-13,16.6,A
3302,USGS,06803486,2009-10-14,17.5,A
3303,USGS,06803486,2009-10-15,17.3,A
3304,USGS,06803486,2009-10-16,17.4,A
3305,USGS,06803486,2009-10-17,16.5,A
3306,USGS,06803486,2009-10-18,17.2,A
3307,USGS,06803486,2009-10-19,16.6,A
3308,USGS,06803486,2009-10-20,16.2,A
3309,USGS,06803486,2009-10-21,17.8,A
3310,USGS,06803486,2009-10-22,43.7,A
3311,USGS,06803486,2009-10-23,141,A
3312,USGS,06803486,2009-10-24,62.5,A
3313,USGS,06803486,2009-10-25,34.1,A
3314,USGS,06803486,2009-10-26,30.0,A
3315,USGS,06803486,2009-10-27,28.4,A
3316,USGS,06803486,2009-10-28,26.5,A
3317,USGS,06803486,2009-10-29,45.2,A
3318,USGS,06803486,2009-10-30,78.7,A
3319,USGS,06803486,2009-10-31,54.9,A
3320,USGS,06803486,2009-11-01,41.3,A
3321,USGS,06803486,2009-11-02,36.4,A
3322,USGS,06803486,2009-11-03,34.7,A
3323,USGS,06803486,2009-11-04,32.7,A
3324,USGS,06803486,2009-11-05,32.6,A
3325,USGS,06803486,2009-11-06,32.1,A
3326,USGS,06803486,2009-11-07,31.5,A
3327,USGS,06803486,2009-11-08,31.1,A
3328,USGS,06803486,2009-11-09,30.1,A
3329,USGS,06803486,2009-11-10,29.5,A
3330,USGS,06803486,2009-11-11,29.5,A
3331,USGS,06803486,2009-11-12,30.3,A
3332,USGS,06803486,2009-11-13,29.8,A
3333,USGS,06803486,2009-11-14,29.9,A
3334,USGS,06803486,2009-11-15,29.1,A
3335,USGS,06803486,2009-11-16,28.2,A
3336,USGS,06803486,2009-11-17,27.6,A
3337,USGS,06803486,2009-11-18,27.5,A
3338,USGS,06803486,2009-11-19,27.1,A
3339,USGS,06803486,2009-11-20,27.1,A
3340,USGS,06803486,2009-11-21,27.0,A
3341,USGS,06803486,2009-11-22,27.3,A
3342,USGS,06803486,2009-11-23,27.3,A
3343,USGS,06803486,2009-11-24,27.1,A
3344,USGS,06803486,2009-11-25,28.4,A
3345,USGS,06803486,2009-11-26,27.8,A
3346,USGS,06803486,2009-11-27,26.2,A
3347,USGS,06803486,2009-11-28,26.1,A
3348,USGS,06803486,2009-11-29,25.6,A
3349,USGS,06803486,2009-11-30,25.9,A
3350,USGS,06803486,2009-12-01,25.7,A
3351,USGS,06803486,2009-12-02,22.1,A:e
3352,USGS,06803486,2009-12-03,18.1,A:e
3353,USGS,06803486,2009-12-04,17.0,A:e
3354,USGS,06803486,2009-12-05,18.2,A:e
3355,USGS,06803486,2009-12-06,19.9,A:e
3356,USGS,06803486,2009-12-07,18.1,A:e
3357,USGS,06803486,2009-12-08,37.4,A:e
3358,USGS,06803486,2009-12-09,41.7,A:e
3359,USGS,06803486,2009-12-10,29.6,A:e
3360,USGS,06803486,2009-12-11,31.2,A:e
3361,USGS,06803486,2009-12-12,34.3,A:e
3362,USGS,06803486,2009-12-13,31.2,A:e
3363,USGS,06803486,2009-12-14,24.9,A:e
3364,USGS,06803486,2009-12-15,27.0,A:e
3365,USGS,06803486,2009-12-16,28.4,A:e
3366,USGS,06803486,2009-12-17,29.8,A:e
3367,USGS,06803486,2009-12-18,32.0,A:e
3368,USGS,06803486,2009-12-19,30.3,A:e
3369,USGS,06803486,2009-12-20,32.5,A:e
3370,USGS,06803486,2009-12-21,30.9,A:e
3371,USGS,06803486,2009-12-22,32.8,A
3372,USGS,06803486,2009-12-23,33.2,A
3373,USGS,06803486,2009-12-24,29.1,A:e
3374,USGS,06803486,2009-12-25,31.7,A:e
3375,USGS,06803486,2009-12-26,34.7,A:e
3376,USGS,06803486,2009-12-27,38.6,A:e
3377,USGS,06803486,2009-12-28,39.2,A:e
3378,USGS,06803486,2009-12-29,36.9,A:e
3379,USGS,06803486,2009-12-30,41.9,A:e
3380,USGS,06803486,2009-12-31,41.6,A:e
3381,USGS,06803486,2010-01-01,41.3,A:e
3382,USGS,06803486,2010-01-02,37.9,A:e
3383,USGS,06803486,2010-01-03,39.1,A:e
3384,USGS,06803486,2010-01-04,38.2,A:e
3385,USGS,06803486,2010-01-05,35.8,A:e
3386,USGS,06803486,2010-01-06,40.6,A:e
3387,USGS,06803486,2010-01-07,39.9,A:e
3388,USGS,06803486,2010-01-08,39.1,A:e
3389,USGS,06803486,2010-01-09,39.6,A:e
3390,USGS,06803486,2010-01-10,41.8,A:e
3391,USGS,06803486,2010-01-11,41.4,A:e
3392,USGS,06803486,2010-01-12,42.9,A:e
3393,USGS,06803486,2010-01-13,47.1,A:e
3394,USGS,06803486,2010-01-14,49.3,A:e
3395,USGS,06803486,2010-01-15,50.0,A:e
3396,USGS,06803486,2010-01-16,50.0,A:e
3397,USGS,06803486,2010-01-17,50.0,A:e
3398,USGS,06803486,2010-01-18,50.0,A:e
3399,USGS,06803486,2010-01-19,48.5,A:e
3400,USGS,06803486,2010-01-20,47.7,A
3401,USGS,06803486,2010-01-21,42.0,A
3402,USGS,06803486,2010-01-22,43.4,A
3403,USGS,06803486,2010-01-23,57.4,A
3404,USGS,06803486,2010-01-24,71.6,A:e
3405,USGS,06803486,2010-01-25,78.9,A:e
3406,USGS,06803486,2010-01-26,77.2,A:e
3407,USGS,06803486,2010-01-27,69.7,A:e
3408,USGS,06803486,2010-01-28,61.7,A:e
3409,USGS,06803486,2010-01-29,55.1,A:e
3410,USGS,06803486,2010-01-30,52.2,A:e
3411,USGS,06803486,2010-01-31,50.0,A:e
3412,USGS,06803486,2010-02-01,48.6,A:e
3413,USGS,06803486,2010-02-02,45.4,A:e
3414,USGS,06803486,2010-02-03,43.9,A:e
3415,USGS,06803486,2010-02-04,47.2,A
3416,USGS,06803486,2010-02-05,48.8,A
3417,USGS,06803486,2010-02-06,52.1,A
3418,USGS,06803486,2010-02-07,51.9,A
3419,USGS,06803486,2010-02-08,49.9,A
3420,USGS,06803486,2010-02-09,38.3,A:e
3421,USGS,06803486,2010-02-10,35.5,A:e
3422,USGS,06803486,2010-02-11,39.4,A:e
3423,USGS,06803486,2010-02-12,40.1,A:e
3424,USGS,06803486,2010-02-13,40.1,A:e
3425,USGS,06803486,2010-02-14,37.5,A:e
3426,USGS,06803486,2010-02-15,46.6,A:e
3427,USGS,06803486,2010-02-16,55.0,A:e
3428,USGS,06803486,2010-02-17,47.4,A:e
3429,USGS,06803486,2010-02-18,44.9,A:e
3430,USGS,06803486,2010-02-19,44.9,A
3431,USGS,06803486,2010-02-20,44.1,A
3432,USGS,06803486,2010-02-21,41.9,A
3433,USGS,06803486,2010-02-22,39.8,A
3434,USGS,06803486,2010-02-23,41.0,A
3435,USGS,06803486,2010-02-24,36.4,A:e
3436,USGS,06803486,2010-02-25,40.9,A:e
3437,USGS,06803486,2010-02-26,42.5,A:e
3438,USGS,06803486,2010-02-27,42.9,A:e
3439,USGS,06803486,2010-02-28,38.8,A
3440,USGS,06803486,2010-03-01,40.3,A
3441,USGS,06803486,2010-03-02,38.0,A
3442,USGS,06803486,2010-03-03,44.9,A
3443,USGS,06803486,2010-03-04,62.9,A
3444,USGS,06803486,2010-03-05,132,A
3445,USGS,06803486,2010-03-06,276,A
3446,USGS,06803486,2010-03-07,346,A
3447,USGS,06803486,2010-03-08,207,A
3448,USGS,06803486,2010-03-09,322,A
3449,USGS,06803486,2010-03-10,356,A
3450,USGS,06803486,2010-03-11,322,A
3451,USGS,06803486,2010-03-12,480,A
3452,USGS,06803486,2010-03-13,341,A
3453,USGS,06803486,2010-03-14,288,A
3454,USGS,06803486,2010-03-15,251,A
3455,USGS,06803486,2010-03-16,221,A
3456,USGS,06803486,2010-03-17,198,A
3457,USGS,06803486,2010-03-18,181,A
3458,USGS,06803486,2010-03-19,170,A
3459,USGS,06803486,2010-03-20,159,A
3460,USGS,06803486,2010-03-21,145,A
3461,USGS,06803486,2010-03-22,136,A
3462,USGS,06803486,2010-03-23,128,A
3463,USGS,06803486,2010-03-24,120,A
3464,USGS,06803486,2010-03-25,112,A
3465,USGS,06803486,2010-03-26,106,A
3466,USGS,06803486,2010-03-27,111,A
3467,USGS,06803486,2010-03-28,107,A
3468,USGS,06803486,2010-03-29,101,A
3469,USGS,06803486,2010-03-30,94.7,A
3470,USGS,06803486,2010-03-31,89.6,A
3471,USGS,06803486,2010-04-01,85.7,A
3472,USGS,06803486,2010-04-02,83.3,A
3473,USGS,06803486,2010-04-03,78.9,A
3474,USGS,06803486,2010-04-04,71.0,A
3475,USGS,06803486,2010-04-05,67.7,A
3476,USGS,06803486,2010-04-06,84.7,A
3477,USGS,06803486,2010-04-07,88.3,A
3478,USGS,06803486,2010-04-08,91.4,A
3479,USGS,06803486,2010-04-09,79.1,A
3480,USGS,06803486,2010-04-10,72.5,A
3481,USGS,06803486,2010-04-11,67.0,A
3482,USGS,06803486,2010-04-12,65.1,A
3483,USGS,06803486,2010-04-13,65.6,A
3484,USGS,06803486,2010-04-14,63.1,A
3485,USGS,06803486,2010-04-15,62.5,A
3486,USGS,06803486,2010-04-16,61.9,A
3487,USGS,06803486,2010-04-17,58.5,A
3488,USGS,06803486,2010-04-18,55.3,A
3489,USGS,06803486,2010-04-19,53.7,A
3490,USGS,06803486,2010-04-20,51.9,A
3491,USGS,06803486,2010-04-21,53.4,A
3492,USGS,06803486,2010-04-22,59.7,A
3493,USGS,06803486,2010-04-23,75.2,A
3494,USGS,06803486,2010-04-24,83.5,A
3495,USGS,06803486,2010-04-25,93.6,A
3496,USGS,06803486,2010-04-26,77.9,A
3497,USGS,06803486,2010-04-27,68.8,A
3498,USGS,06803486,2010-04-28,63.9,A
3499,USGS,06803486,2010-04-29,62.2,A
3500,USGS,06803486,2010-04-30,63.4,A
3501,USGS,06803486,2010-05-01,58.4,A
3502,USGS,06803486,2010-05-02,54.4,A
3503,USGS,06803486,2010-05-03,51.0,A
3504,USGS,06803486,2010-05-04,51.4,A
3505,USGS,06803486,2010-05-05,47.0,A
3506,USGS,06803486,2010-05-06,45.0,A
3507,USGS,06803486,2010-05-07,51.8,A
3508,USGS,06803486,2010-05-08,49.1,A
3509,USGS,06803486,2010-05-09,43.4,A
3510,USGS,06803486,2010-05-10,47.7,A
3511,USGS,06803486,2010-05-11,55.6,A
3512,USGS,06803486,2010-05-12,67.5,A
3513,USGS,06803486,2010-05-13,112,A
3514,USGS,06803486,2010-05-14,68.4,A
3515,USGS,06803486,2010-05-15,57.7,A
3516,USGS,06803486,2010-05-16,53.2,A
3517,USGS,06803486,2010-05-17,53.8,A
3518,USGS,06803486,2010-05-18,52.3,A
3519,USGS,06803486,2010-05-19,50.1,A
3520,USGS,06803486,2010-05-20,73.0,A
3521,USGS,06803486,2010-05-21,95.0,A
3522,USGS,06803486,2010-05-22,75.2,A
3523,USGS,06803486,2010-05-23,64.3,A
3524,USGS,06803486,2010-05-24,60.0,A
3525,USGS,06803486,2010-05-25,57.2,A
3526,USGS,06803486,2010-05-26,62.5,A
3527,USGS,06803486,2010-05-27,60.2,A
3528,USGS,06803486,2010-05-28,56.2,A
3529,USGS,06803486,2010-05-29,51.0,A
3530,USGS,06803486,2010-05-30,47.0,A
3531,USGS,06803486,2010-05-31,44.2,A
3532,USGS,06803486,2010-06-01,99.5,A
3533,USGS,06803486,2010-06-02,251,A
3534,USGS,06803486,2010-06-03,114,A
3535,USGS,06803486,2010-06-04,83.1,A
3536,USGS,06803486,2010-06-05,96.2,A
3537,USGS,06803486,2010-06-06,160,A
3538,USGS,06803486,2010-06-07,105,A
3539,USGS,06803486,2010-06-08,155,A
3540,USGS,06803486,2010-06-09,218,A
3541,USGS,06803486,2010-06-10,138,A
3542,USGS,06803486,2010-06-11,598,A
3543,USGS,06803486,2010-06-12,455,A
3544,USGS,06803486,2010-06-13,446,A
3545,USGS,06803486,2010-06-14,583,A
3546,USGS,06803486,2010-06-15,332,A
3547,USGS,06803486,2010-06-16,218,A
3548,USGS,06803486,2010-06-17,174,A
3549,USGS,06803486,2010-06-18,154,A
3550,USGS,06803486,2010-06-19,135,A
3551,USGS,06803486,2010-06-20,139,A
3552,USGS,06803486,2010-06-21,2100,A
3553,USGS,06803486,2010-06-22,1150,A
3554,USGS,06803486,2010-06-23,671,A
3555,USGS,06803486,2010-06-24,440,A
3556,USGS,06803486,2010-06-25,361,A
3557,USGS,06803486,2010-06-26,308,A
3558,USGS,06803486,2010-06-27,268,A
3559,USGS,06803486,2010-06-28,234,A
3560,USGS,06803486,2010-06-29,206,A
3561,USGS,06803486,2010-06-30,182,A
3562,USGS,06803486,2010-07-01,163,A
3563,USGS,06803486,2010-07-02,147,A
3564,USGS,06803486,2010-07-03,132,A
3565,USGS,06803486,2010-07-04,184,A
3566,USGS,06803486,2010-07-05,146,A
3567,USGS,06803486,2010-07-06,129,A
3568,USGS,06803486,2010-07-07,118,A
3569,USGS,06803486,2010-07-08,111,A
3570,USGS,06803486,2010-07-09,104,A
3571,USGS,06803486,2010-07-10,96.8,A
3572,USGS,06803486,2010-07-11,462,A
3573,USGS,06803486,2010-07-12,256,A
3574,USGS,06803486,2010-07-13,174,A
3575,USGS,06803486,2010-07-14,167,A
3576,USGS,06803486,2010-07-15,1620,A
3577,USGS,06803486,2010-07-16,667,A
3578,USGS,06803486,2010-07-17,414,A
3579,USGS,06803486,2010-07-18,315,A
3580,USGS,06803486,2010-07-19,259,A
3581,USGS,06803486,2010-07-20,294,A
3582,USGS,06803486,2010-07-21,242,A
3583,USGS,06803486,2010-07-22,206,A
3584,USGS,06803486,2010-07-23,181,A
3585,USGS,06803486,2010-07-24,167,A
3586,USGS,06803486,2010-07-25,147,A
3587,USGS,06803486,2010-07-26,132,A
3588,USGS,06803486,2010-07-27,121,A
3589,USGS,06803486,2010-07-28,110,A
3590,USGS,06803486,2010-07-29,101,A
3591,USGS,06803486,2010-07-30,95.5,A
3592,USGS,06803486,2010-07-31,90.6,A
3593,USGS,06803486,2010-08-01,83.7,A
3594,USGS,06803486,2010-08-02,77.6,A
3595,USGS,06803486,2010-08-03,71.7,A
3596,USGS,06803486,2010-08-04,70.0,A
3597,USGS,06803486,2010-08-05,64.8,A
3598,USGS,06803486,2010-08-06,61.2,A
3599,USGS,06803486,2010-08-07,58.8,A
3600,USGS,06803486,2010-08-08,55.0,A
3601,USGS,06803486,2010-08-09,51.5,A
3602,USGS,06803486,2010-08-10,49.3,A
3603,USGS,06803486,2010-08-11,47.7,A
3604,USGS,06803486,2010-08-12,46.2,A
3605,USGS,06803486,2010-08-13,43.8,A
3606,USGS,06803486,2010-08-14,43.8,A
3607,USGS,06803486,2010-08-15,41.2,A
3608,USGS,06803486,2010-08-16,39.9,A
3609,USGS,06803486,2010-08-17,44.9,A
3610,USGS,06803486,2010-08-18,49.2,A
3611,USGS,06803486,2010-08-19,48.3,A
3612,USGS,06803486,2010-08-20,45.4,A
3613,USGS,06803486,2010-08-21,43.5,A
3614,USGS,06803486,2010-08-22,41.0,A
3615,USGS,06803486,2010-08-23,38.6,A
3616,USGS,06803486,2010-08-24,62.6,A
3617,USGS,06803486,2010-08-25,68.1,A
3618,USGS,06803486,2010-08-26,52.8,A
3619,USGS,06803486,2010-08-27,45.2,A
3620,USGS,06803486,2010-08-28,40.9,A
3621,USGS,06803486,2010-08-29,37.1,A
3622,USGS,06803486,2010-08-30,33.0,A
3623,USGS,06803486,2010-08-31,32.1,A
3624,USGS,06803486,2010-09-01,43.7,A
3625,USGS,06803486,2010-09-02,120,A
3626,USGS,06803486,2010-09-03,50.4,A
3627,USGS,06803486,2010-09-04,40.6,A
3628,USGS,06803486,2010-09-05,38.0,A
3629,USGS,06803486,2010-09-06,35.7,A
3630,USGS,06803486,2010-09-07,34.4,A
3631,USGS,06803486,2010-09-08,32.6,A
3632,USGS,06803486,2010-09-09,31.8,A
3633,USGS,06803486,2010-09-10,32.2,A
3634,USGS,06803486,2010-09-11,32.5,A
3635,USGS,06803486,2010-09-12,32.4,A
3636,USGS,06803486,2010-09-13,33.1,A
3637,USGS,06803486,2010-09-14,290,A
3638,USGS,06803486,2010-09-15,69.7,A
3639,USGS,06803486,2010-09-16,49.9,A
3640,USGS,06803486,2010-09-17,45.0,A
3641,USGS,06803486,2010-09-18,43.8,A
3642,USGS,06803486,2010-09-19,43.8,A
3643,USGS,06803486,2010-09-20,44.6,A
3644,USGS,06803486,2010-09-21,42.6,A
3645,USGS,06803486,2010-09-22,49.2,A
3646,USGS,06803486,2010-09-23,49.7,A
3647,USGS,06803486,2010-09-24,50.1,A
3648,USGS,06803486,2010-09-25,40.3,A
3649,USGS,06803486,2010-09-26,39.2,A
3650,USGS,06803486,2010-09-27,31.6,A
3651,USGS,06803486,2010-09-28,28.7,A
3652,USGS,06803486,2010-09-29,27.8,A
3653,USGS,06803486,2010-09-30,28.0,A
3654,USGS,06803486,2010-10-01,26.7,A
3655,USGS,06803486,2010-10-02,24.3,A
3656,USGS,06803486,2010-10-03,24.3,A
3657,USGS,06803486,2010-10-04,24.6,A
3658,USGS,06803486,2010-10-05,25.0,A
3659,USGS,06803486,2010-10-06,26.1,A
3660,USGS,06803486,2010-10-07,25.7,A
3661,USGS,06803486,2010-10-08,26.0,A
3662,USGS,06803486,2010-10-09,25.8,A
3663,USGS,06803486,2010-10-10,26.0,A
3664,USGS,06803486,2010-10-11,26.5,A
3665,USGS,06803486,2010-10-12,26.2,A
3666,USGS,06803486,2010-10-13,25.3,A
3667,USGS,06803486,2010-10-14,26.2,A
3668,USGS,06803486,2010-10-15,26.4,A
3669,USGS,06803486,2010-10-16,26.2,A
3670,USGS,06803486,2010-10-17,25.8,A
3671,USGS,06803486,2010-10-18,25.7,A
3672,USGS,06803486,2010-10-19,25.6,A
3673,USGS,06803486,2010-10-20,25.5,A
3674,USGS,06803486,2010-10-21,25.1,A
3675,USGS,06803486,2010-10-22,25.8,A
3676,USGS,06803486,2010-10-23,26.1,A
3677,USGS,06803486,2010-10-24,25.9,A
3678,USGS,06803486,2010-10-25,26.9,A
3679,USGS,06803486,2010-10-26,27.0,A
3680,USGS,06803486,2010-10-27,47.0,A
3681,USGS,06803486,2010-10-28,48.8,A
3682,USGS,06803486,2010-10-29,48.3,A
3683,USGS,06803486,2010-10-30,54.8,A
3684,USGS,06803486,2010-10-31,56.7,A
3685,USGS,06803486,2010-11-01,57.3,A
3686,USGS,06803486,2010-11-02,56.9,A
3687,USGS,06803486,2010-11-03,36.3,A
3688,USGS,06803486,2010-11-04,22.7,A
3689,USGS,06803486,2010-11-05,23.5,A
3690,USGS,06803486,2010-11-06,24.3,A
3691,USGS,06803486,2010-11-07,24.6,A
3692,USGS,06803486,2010-11-08,25.2,A
3693,USGS,06803486,2010-11-09,25.9,A
3694,USGS,06803486,2010-11-10,25.4,A
3695,USGS,06803486,2010-11-11,25.1,A
3696,USGS,06803486,2010-11-12,40.9,A
3697,USGS,06803486,2010-11-13,49.4,A
3698,USGS,06803486,2010-11-14,36.6,A
3699,USGS,06803486,2010-11-15,30.5,A
3700,USGS,06803486,2010-11-16,29.2,A
3701,USGS,06803486,2010-11-17,27.9,A
3702,USGS,06803486,2010-11-18,28.0,A
3703,USGS,06803486,2010-11-19,27.2,A
3704,USGS,06803486,2010-11-20,27.0,A
3705,USGS,06803486,2010-11-21,27.6,A
3706,USGS,06803486,2010-11-22,27.4,A
3707,USGS,06803486,2010-11-23,27.1,A
3708,USGS,06803486,2010-11-24,26.6,A
3709,USGS,06803486,2010-11-25,23.2,A:e
3710,USGS,06803486,2010-11-26,28.1,A:e
3711,USGS,06803486,2010-11-27,29.0,A:e
3712,USGS,06803486,2010-11-28,28.9,A:e
3713,USGS,06803486,2010-11-29,26.7,A
3714,USGS,06803486,2010-11-30,25.0,A:e
3715,USGS,06803486,2010-12-01,23.4,A:e
3716,USGS,06803486,2010-12-02,27.7,A:e
3717,USGS,06803486,2010-12-03,25.4,A:e
3718,USGS,06803486,2010-12-04,23.9,A:e
3719,USGS,06803486,2010-12-05,22.0,A:e
3720,USGS,06803486,2010-12-06,23.0,A:e
3721,USGS,06803486,2010-12-07,25.2,A:e
3722,USGS,06803486,2010-12-08,24.5,A:e
3723,USGS,06803486,2010-12-09,25.4,A:e
3724,USGS,06803486,2010-12-10,25.4,A:e
3725,USGS,06803486,2010-12-11,24.8,A:e
3726,USGS,06803486,2010-12-12,23.8,A:e
3727,USGS,06803486,2010-12-13,22.9,A:e
3728,USGS,06803486,2010-12-14,22.9,A:e
3729,USGS,06803486,2010-12-15,22.9,A:e
3730,USGS,06803486,2010-12-16,23.2,A:e
3731,USGS,06803486,2010-12-17,23.4,A:e
3732,USGS,06803486,2010-12-18,22.8,A:e
3733,USGS,06803486,2010-12-19,23.3,A:e
3734,USGS,06803486,2010-12-20,25.4,A:e
3735,USGS,06803486,2010-12-21,25.2,A:e
3736,USGS,06803486,2010-12-22,22.9,A:e
3737,USGS,06803486,2010-12-23,24.1,A:e
3738,USGS,06803486,2010-12-24,24.0,A:e
3739,USGS,06803486,2010-12-25,23.3,A:e
3740,USGS,06803486,2010-12-26,22.4,A:e
3741,USGS,06803486,2010-12-27,21.5,A:e
3742,USGS,06803486,2010-12-28,22.4,A:e
3743,USGS,06803486,2010-12-29,24.5,A:e
3744,USGS,06803486,2010-12-30,27.1,A:e
